2550,1221
2555,1183
2559,1183
2561,1237
2562,1237
2563,1183
2579,1256
2580,1256
2581,1256
2582,1256
2583,1209
2586,1256
2587,1256
2588,1256
2589,1256
2590,1256
2591,1256
2592,1256
2593,1256
2594,1256
2595,1256
2596,1256
2597,1256
2598,1256
2599,1256
2600,1256
2601,1256
2602,1256
2603,1256
2616,1249
2621,1275
2623,1275
2628,1321
2629,1321
2631,1321
2635,1321
2641,1321
2643,1321
2644,1321
2645,1321
2647,1350
2648,1350
2649,1350
2650,1350
2651,1350
2664,1449
2665,1449
2697,1449
2711,1461
2745,1578
2758,1596
2759,1621
2761,1621
2762,1621
2774,1611
2775,1611
2776,1611
2783,1638
2784,1638
2785,1638
2786,1638
2787,1638
2788,1638
2789,1638
2790,1638
2792,1638
2850,1638
2851,1638
2853,1638
2854,1638
2860,1705
2861,1705
2862,1705
2869,1722
2870,1722
2871,1722
2872,1722
2873,1722
2899,1750
2900,1750
2906,1722
2940,1744
2945,1806
2946,1806
2948,1806
2949,1806
2954,1806
2955,1806
2956,1806
2957,1806
3051,1806
3054,1807
3055,1806
3056,1807
3057,1807
3058,1807
3059,1807
3060,1807
3061,1807
3062,1807
3063,1807
3064,1834
3065,1807
3066,1807
3067,1807
3068,1807
3070,1807
3072,1807
3074,1806
3075,1807
3107,1834
3108,1834
3109,1834
3110,1834
3111,1834
3112,1834
3113,1834
3114,1834
3115,1834
3116,1834
3117,1834
3118,1834
3123,1879
3124,1879
3145,1907
3148,1907
3149,1907
3152,1907
3153,1907
3159,1879
3160,1879
3161,1930
3164,1930
3165,1930
3167,1930
3169,1930
3183,1907
3185,1907
3188,1907
3202,1931
3203,1946
3204,1946
3205,1946
3206,1946
3207,1946
3208,1946
3209,1946
3210,1946
3211,1946
3212,1946
3213,1946
3215,1946
3216,1946
3217,1946
3218,1946
3220,1946
3222,1946
3223,1946
3235,1996
3237,1996
3240,1996
3242,1962
3243,1959
3244,1959
3246,1959
3268,1990
3275,1999
3276,1999
3278,1999
3279,2026
3282,2044
3283,2039
3289,2061
3290,2040
3291,2040
3292,2040
3294,2040
3295,2040
3296,2040
3297,2040
3301,2110
3359,2220
3363,2245
3364,2227
3365,2245
3366,2227
3368,2227
3389,2291
3390,2291
3409,2360
3410,2360
3411,2337
3412,2372
3444,2450
3460,2469
3482,2546
3483,2546
3498,2635
3522,2635
3523,2635
3524,2635
3525,2635
3526,2635
3558,2673
3559,2673
3560,2673
3561,2673
3573,2696
3575,2696
3584,2696
3602,2716
3604,2693
3605,2716
3614,2693
3621,2735
3624,2737
3625,2739
3626,2737
3627,2739
3629,2748
3631,2748
3632,2748
3633,2748
3641,2750
3642,2750
3643,2750
3644,2750
3645,2750
3646,2750
3647,2750
3648,2750
3653,2760
3655,2739
3660,2737
3672,2809
3691,2852
3692,2852
3708,2878
3721,2887
3722,2887
3723,2887
3725,2852
3726,2852
3747,2920
3748,2878
3750,2920
3751,2920
3752,2920
3754,2920
3755,2920
3756,2920
3757,2920
3758,2920
3759,2920
3760,2920
3761,2920
3762,2920
3763,2920
3764,2920
3765,2920
3766,2920
3795,2920
3817,2981
3818,2981
3820,2981
3821,2981
3822,2981
3823,2981
3856,3048
3861,3066
3864,3066
3874,3119
3890,3149
3897,3199
3898,3199
3911,3248
3916,3263
3926,3263
3957,3267
3958,3258
3959,3258
3960,3258
3962,3291
3963,3258
4002,3311
4003,3311
4004,3311
4009,3311
4010,3311
4017,3321
4018,3321
4020,3288
4024,3321
4025,3288
4026,3291
4027,3291
4028,3291
4029,3291
4030,3291
4031,3291
4032,3291
4035,3291
4037,3291
4053,3341
4057,3341
4095,3366
4096,3366
4097,3366
4098,3366
4101,3366
4102,3341
4103,3376
4105,3341
4106,3376
4134,3366
4135,3376
4136,3376
4137,3376
4138,3376
4139,3376
4140,3376
4141,3376
4146,3415
4162,3473
4163,3473
4166,3497
4167,3497
4168,3497
4169,3497
4170,3497
4171,3497
4173,3497
4174,3497
4175,3497
4176,3497
4177,3497
4178,3497
4179,3497
4180,3497
4181,3497
4182,3497
4183,3497
4185,3497
4186,3497
4187,3497
4188,3497
4189,3497
4190,3497
4219,3563
4220,3563
4221,3563
4222,3563
4223,3563
4224,3563
4225,3563
4226,3563
4227,3563
4228,3563
4229,3535
4231,3563
4248,3587
4251,3587
4257,3563
4258,3563
4259,3563
4260,3620
4261,3563
4262,3563
4263,3631
4264,3647
4265,3647
4266,3647
4267,3647
4270,3686
4271,3688
4272,3686
4273,3686
4274,3688
4275,3686
4276,3686
4277,3686
4278,3686
4279,3686
4280,3686
4281,3686
4283,3686
4322,3686
4323,3686
4324,3688
4325,3688
4326,3686
4327,3688
4328,3686
4329,3688
4330,3686
4331,3686
4364,3711
4369,3719
4371,3721
4372,3721
4380,3766
4381,3766
4382,3766
4384,3766
4390,3793
4391,3784
4396,3804
4398,3804
4402,3804
4405,3766
4406,3766
4413,3779
4424,3784
4426,3836
4427,3836
4428,3836
4434,3784
4451,3813
4454,3813
4455,3813
4456,3813
4460,3845
4464,3856
4471,3879
4472,3879
4474,3879
4475,3879
4477,3877
4484,3856
4485,3856
4486,3856
4487,3856
4488,3856
4497,3856
4503,3879
4504,3879
4505,3942
4506,3942
4507,3942
4509,3941
4520,3942
4538,4000
4540,4000
4544,4000
4545,4000
4546,4000
4548,4000
4549,4000
4560,4042
4566,4042
4569,4000
4570,4000
4571,4000
4572,4000
4573,4000
4574,4000
4575,4000
4598,4071
4599,4071
4600,4071
4604,4111
4605,4111
4606,4111
4608,4111
4609,4111
4610,4111
4612,4111
4645,4156
4649,4131
4657,4138
4662,4156
4663,4190
4688,4225
4690,4225
4692,4225
4693,4225
4694,4225
4698,4225
4700,4225
4701,4225
4702,4225
4703,4225
4705,4225
4706,4197
4707,4197
4708,4197
4709,4197
4710,4225
4712,4225
4713,4225
4714,4225
4715,4197
4720,4205
4722,4197
4726,4197
4728,4197
4737,4252
4739,4231
4741,4265
4761,4296
4762,4296
4763,4296
4764,4296
4765,4294
4766,4296
4768,4296
4769,4294
4770,4294
4771,4294
4772,4296
4775,4321
4776,4321
4788,4344
4789,4351
4792,4351
4794,4294
4799,4296
4801,4321
4802,4321
4806,4379
4812,4390
4818,4396
4819,4396
4820,4396
4821,4396
4822,4396
4823,4396
4824,4396
4826,4396
4832,4424
4833,4424
4835,4424
4841,4396
4843,4396
4844,4396
4854,4396
4996,4610
4998,4610
5039,4698
5040,4698
5041,4698
5042,4698
5043,4698
5044,4698
5045,4698
5046,4698
5047,4698
5048,4698
5049,4698
5050,4698
5091,4711
5099,4698
5100,4698
5101,4698
5102,4698
5103,4698
5104,4698
5105,4698
5106,4698
5107,4698
5108,4698
5109,4698
5110,4698
5111,4760
5112,4760
5113,4760
5114,4760
5115,4760
5126,4781
5127,4781
5128,4781
5129,4781
5130,4781
5131,4781
5132,4781
5133,4781
5134,4781
5135,4781
5136,4781
5150,4764
5163,4800
5182,4817
5184,4817
5185,4817
5186,4817
5187,4817
5188,4817
5189,4817
5190,4817
5191,4817
5192,4817
5201,4851
5203,4851
5212,4817
5213,4817
5214,4817
5215,4817
5217,4862
5218,4862
5219,4862
5224,4874
5225,4874
5226,4874
5227,4874
5229,4874
5230,4874
5231,4874
5232,4874
5233,4874
5248,4851
5251,4851
5263,4862
5266,4862
5268,4862
5273,4874
5274,4874
5275,4874
5277,4874
5292,4920
5294,4920
5295,4888
5296,4888
5297,4888
5298,4888
5299,4888
5303,4941
5336,4920
5337,4920
5338,4920
5339,4920
5340,4920
5341,4920
5343,4920
5344,4920
5345,4920
5346,4920
5347,4920
5348,4920
5349,4920
5350,4920
5351,4920
5353,4920
5354,4920
5355,4920
5356,4920
5357,4920
5358,4920
5361,4920
5363,4920
5364,4920
5365,4941
5366,4941
5382,4995
5384,4995
5387,5011
5388,5011
5412,5002
5418,5039
5427,5026
5432,5022
5434,5026
5435,5026
5436,5026
5439,5026
5441,5028
5442,5028
5443,5028
5444,5051
5445,5039
5446,5039
5449,5107
5450,5107
5451,5107
5453,5107
5454,5107
5469,5127
5470,5127
5471,5127
5472,5127
5474,5127
5475,5127
5476,5127
5479,5127
5480,5127
5481,5127
5486,5107
5491,5107
5504,5127
5505,5127
5506,5127
5507,5186
5513,5186
5520,5144
5528,5186
5529,5186
5538,5233
5539,5233
5541,5233
5542,5233
5543,5233
5547,5246
5548,5246
5550,5298
5552,5298
5627,5298
5628,5298
5630,5315
5631,5298
5632,5315
5633,5298
5634,5315
5636,5298
5638,5315
5647,5342
5648,5342
5649,5342
5650,5342
5652,5342
5653,5342
5654,5342
5655,5342
5656,5342
5657,5342
5658,5342
5659,5342
5684,5447
5685,5447
5686,5447
5687,5447
5688,5447
5689,5415
5690,5447
5692,5415
5693,5415
5710,5446
5711,5446
5712,5446
5713,5446
5714,5446
5715,5447
5716,5447
5717,5447
5718,5447
5720,5447
5722,5492
5723,5447
5724,5447
5725,5447
5726,5447
5727,5447
5728,5447
5730,5447
5731,5462
5732,5462
5750,5541
5757,5541
5758,5541
5759,5541
5760,5541
5762,5541
5763,5541
5764,5541
5765,5541
5766,5541
5767,5541
5768,5541
5769,5541
5770,5541
5771,5541
5772,5541
5773,5541
5784,5549
5785,5526
5788,5526
5820,5644
5829,5637
5830,5637
5831,5637
5832,5637
5833,5673
5835,5673
5836,5673
5837,5673
5838,5637
5839,5637
5840,5637
5841,5673
5842,5637
5843,5673
5844,5637
5845,5673
5846,5673
5847,5637
5848,5637
5849,5637
5850,5637
5851,5637
5852,5637
5853,5637
5854,5637
5855,5637
5856,5637
5857,5637
5858,5637
5859,5637
5860,5675
5861,5692
5862,5692
5864,5692
5865,5692
5881,5673
5882,5673
5883,5673
5884,5673
5886,5673
5900,5692
5902,5692
5904,5692
5909,5718
5910,5718
5911,5718
5913,5718
5918,5738
5921,5738
5922,5738
5923,5738
5925,5738
5954,5745
5956,5808
5957,5808
6078,5885
6079,5885
6081,5885
6082,5885
6083,5885
6084,5885
6085,5885
6086,5885
6087,5885
6126,5974
6127,5974
6128,5974
6148,5982
6157,5982
6162,5982
6166,5990
6168,5982
6169,5990
6171,5982
6174,5982
6182,5983
6183,5983
6184,5983
6185,5983
6186,5983
6187,5983
6188,5983
6189,5983
6190,5983
6191,5983
6192,5983
6193,5983
6194,5983
6195,5983
6197,6015
6199,6015
6200,6015
6201,6015
6202,6015
6210,6026
6216,6027
6221,6026
6231,6015
6233,6026
6234,6026
6235,6027
6236,6063
6237,6063
6238,6063
6239,6063
6240,6063
6241,6063
6273,6052
6274,6052
6275,6052
6277,6052
6278,6052
6279,6052
6281,6052
6282,6052
6285,6052
6287,6078
6288,6069
6290,6078
6291,6078
6296,6124
6297,6124
6328,6172
6332,6178
6333,6178
6343,6172
6345,6206
6346,6206
6347,6205
6348,6206
6349,6206
6350,6205
6370,6206
6371,6206
6377,6258
6388,6289
6389,6289
6403,6327
6427,6327
6428,6327
6430,6327
6431,6327
6433,6327
6434,6327
6435,6327
6436,6327
6437,6327
6438,6327
6439,6327
6440,6327
6441,6327
6442,6327
6443,6327
6445,6327
6470,6483
6471,6483
6472,6483
6473,6483
6474,6483
6475,6483
6494,6483
6543,6666
6545,6666
6585,6670
6586,6670
6588,6670
6589,6670
6590,6670
6591,6670
6592,6670
6593,6670
6598,6699
6599,6699
6601,6699
6602,6699
6605,6699
6606,6699
6622,6716
6623,6716
6624,6716
6719,6975
6721,6975
6743,6972
6744,6972
6745,6972
6746,6972
6747,6972
6748,6972
6749,6972
6751,6972
6752,6972
6753,6972
6754,6972
6755,6972
6759,6972
6760,6972
6761,6972
6765,6975
6766,6975
6769,6975
6770,6975
6802,7022
6803,7022
6804,7034
6805,7034
6806,7034
6811,7034
6820,7075
6841,7075
6842,7075
6843,7075
6844,7075
6845,7075
6846,7075
6847,7075
6848,7075
6849,7075
6850,7075
6851,7075
6871,7110
6874,7110
6875,7110
6876,7110
6890,7117
6891,7117
6892,7117
6893,7117
6895,7117
6951,7115
6952,7115
6953,7115
6954,7115
6955,7115
6956,7115
6957,7115
6961,7115
6962,7115
6963,7115
6964,7115
6965,7115
6966,7115
6967,7115
6968,7115
6969,7115
6970,7115
6971,7115
6972,7115
6973,7115
6974,7115
6975,7115
6976,7115
6978,7115
6979,7115
6980,7115
6981,7115
6982,7115
6983,7115
6984,7115
6985,7115
6986,7115
6992,7148
6993,7148
6995,7169
6996,7237
7003,7246
7008,7331
7010,7334
7011,7334
7012,7334
7013,7334
